Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	1_01	1_02	1_03	1_04	1_05	1_06	1_07	1_08	1_09	1_10	1_11	1_12	1_13	1_14	1_15	1_16	1_17	1_18	1_19	1_20	1_21	1_22	1_23	1_24	1_25	1_26	1_27	1_28	1_29	1_30	1_31	1_32	1_33	1_34	1_35	1_36	1_37	1_38	1_39	1_40	2_01	2_02	2_03	2_04	2_05	2_06	2_07	2_08	2_09	2_10	2_11	2_12	2_13	2_14	2_15	2_16	2_17	2_18	2_19	2_20	2_21	2_22	2_23	2_24	2_25	2_26	2_27	2_28	2_29	2_30	2_31	2_32	2_33	2_34	2_35	2_36	2_37	2_38	2_39	2_40	3_01	3_02	3_03	3_04	3_05	3_06	3_07	3_08	3_09	3_10	3_11	3_12	3_13	3_14	3_15	3_16	3_17	3_18	3_19	3_20	3_21	3_22	3_23	3_24	3_25	3_26	3_27	3_28	3_29	3_30	3_31	3_32	3_33	3_34	3_35	3_36	3_37	3_38	3_39	3_40	4_01	4_02	4_03	4_04	4_05	4_06	4_07	4_08	4_09	4_10	4_11	4_12	4_13	4_14	4_15	4_16	4_17	4_18	4_19	4_20	4_21	4_22	4_23	4_24	4_25	4_26	4_27	4_28	4_29	4_30	4_31	4_32	4_33	4_34	4_35	4_36	4_37	4_38	4_39	4_40	5_01	5_02	5_03	5_04	5_05	5_06	5_07	5_08	5_09	5_10	5_11	5_12	5_13	5_14	5_15	5_16	5_17	5_18	5_19	5_20	5_21	5_22	5_23	5_24	5_25	5_26	5_27	5_28	5_29	5_30	5_31	5_32	5_33	5_34	5_35	5_36	5_37	5_38	5_39	5_40	6_1	6_2	6_3	6_4	6_5	6_6	6_7	6_8	6_9	6_10	6_11	6_12	6_13	6_14	6_15	6_16	6_17	6_18	6_19	6_20	6_21	6_22	6_23	6_24	6_25	6_26	6_27	6_28	6_29	6_30	6_31	6_32	6_33	6_34	6_35	6_36	6_37	6_38	6_39	6_40	7_1	7_2	7_3	7_4	7_5	7_6	7_7	7_8	7_9	7_10	7_11	7_12	7_13	7_14	7_15	7_16	7_17	7_18	7_19	7_20	7_21	7_22	7_23	7_24	7_25	7_26	7_27	7_28	7_29	7_30	7_31	7_32	7_33	7_34	7_35	7_36	7_37	7_38	7_39	7_40	8_1	8_2	8_3	8_4	8_5	8_6	8_7	8_8	8_9	8_10	8_11	8_12	8_13	8_14	8_15	8_16	8_17	8_18	8_19	8_20	8_21	8_22	8_23	8_24	8_25	8_26	8_27	8_28	8_29	8_30	8_31	8_32	8_33	8_34	8_35	8_36	8_37	8_38	8_39	8_40	9_1	9_2	9_3	9_4	9_5	9_6	9_7	9_8	9_9	9_10	9_11	9_12	9_13	9_14	9_15	9_16	9_17	9_18	9_19	9_20	9_21	9_22	9_23	9_24	9_25	9_26	9_27	9_28	9_29	9_30	9_31	9_32	9_33	9_34	9_35	9_36	9_37	9_38	9_39	9_40	10_1	10_2	10_3	10_4	10_5	10_6	10_7	10_8	10_9	10_10	10_11	10_12	10_13	10_14	10_15	10_16	10_17	10_18	10_19	10_20	10_21	10_22	10_23	10_24	10_25	10_26	10_27	10_28	10_29	10_30	10_31	10_32	10_33	10_34	10_35	10_36	10_37	10_38	10_39	10_40
T0KY45	T0KY45	T0KY45_9MICR	NAPIS_ORF02175	Uncharacterized protein																									2339																														1713.21	955.101	2050.44	3484.87	1965.24	767.638										36445.2	76261.5	45648.4	30421.5	27717.2		21395.6				10876.3																																																								489.442		470.121		892.067													19840.8	17500	17259.2		21453.1	12182.7	14879.3																																																										1021.14	1734.98	1378.78	1265.18	1614.51	1852.97	3356.34	1487.24	366.779										53767.5	56919.5	35168.6	29260.8	33423.5	32370.2																																									4872.33										2441.22		2197.58		1915.07	1761.46	1286.96	1772.97	3852.99	2852.93												73300.1	116266	28580.1	70411.3		41984.6		31850.5																																																										567.602	935.746	1016.73	1410.27												32000.2	58466.4	43612.7	22369.7	24861.1				16326.1
T0KY83	T0KY83	T0KY83_9MICR	NAPIS_ORF02104	60s ribosomal protein l35a																																									20310.1	10956.8	8616.86			4676.33	4536.22	3806.58	3770.86	3997.55	2785.51	1685.11																																																																					27440.6		9241.79																																																				3557.9																										83543.2	57331.3	44051.9	35311.6	15614.6	14133.1	10913.3	13622.5		11035.4	6419.28	7406.82	6176.85	7519.67	2128.73	6237.63	2178.99	2018.46																					5939.88	7763.25																																									23608.6	11283.6	12058.3		17439.5								2872.94																																																																					4660.7																																						
T0KY88	T0KY88	T0KY88_9MICR	NAPIS_ORF02109	Proteasome subunit beta																																									7748.1	29222.3	195786	550783	619270	288454	86574.5	47077.4	19448.2	11334.5	33722.8	4606.17	2005.04	9508.26		288.31	898.854																											3136.94																																								92601	435530	252961	202064	63195	37761.7	15457.6		10328.9	7360	5165.72																																																																			10628.7	8990	9910	9478.64	10171.9	14924.8	49897.3	415043	565844	227469	74121.7	32541.5	14761.1	9322.13	8524.2	7348.55	6996.29	3959.46	2244.47	1802.7	1563.55																																																												8921.4	9580.18	15447.4	102455	617492	740336	307390	83122.4	43477	21694.5	15819.2	8264.31	5568.98	3261.41																																																																					10907.2	98288.8	305054	211435	60505.7	24430.5	15424.7	9489.56	6421.4	5297.4		2486.24	6238.23						979.848																			
T0KYE8	T0KYE8	T0KYE8_9MICR	NAPIS_ORF02049	40s ribosomal protein s3																																									8787.03	6012.51							3858.86	2399.46		2631.36												2159.06	4424.81	7900.16			5053.6	13698.5	18731.6	11930.2	12977.4	11395.1		11127.7		12743	6383.39	6623.15																																									14001.2																																5470.56	3199.37	5739.52	9807.19		5157.56	6554.39	9215.27																																									68857	40151.9	33739.5	23382.3							8055.46																			4799.61	7564.26		10146.8																																																22785.1	18246	11068							5527.67																						20155.3	14607	8016.69	25067.4	20531.1			13248.2	9837.59																																																																							8330.25	15538.9	13049.2	24040.1	12265.1	12130.7	13016.7		8809.74	13068.5
T0KZ12	T0KZ12;A0A0F9YW59	T0KZ12_9MICR	NAPIS_ORF01934	Ribosomal protein L15																																									12815.3	8168.47	8950.36	4951.18	3278.2	2970.59	3249.59	1877.56	1092.41	1112.63	1618.4	1280.83		814.843																																								1302.69																											10861.3		7495.5	6816.82																																					2069.23																															3489.16									135458	78612.2	59412.6	42996.5	23719.2	24951.6	32272	51191.2	42380.7	24454	16789.4	10407.8	7543.62	3339.45	1888.08	1142.1	1638.65				273.129																																																												14494.1	11216.1		12749.1	8387.03			3917.38	1762.19	2074.21																																																																				5416.63			5139.56	7136.81	9092.91	5904.27	12597.3	4877.86	2635.78	3239.74	1988.27		1285.36	502.808		523.827																										
T0KZ65	T0KZ65;T0L7X9;T0L476	T0KZ65_9MICR	NAPIS_ORF01870	Ubiquitin-activating enzyme e1																																																	2611.93			2593.99		1500.81	2717.49	2367.62	2061.48	1368.01	1684.4	2414.68	1916.16	1475.47									11217.8	9648.13	9922.21	7995.94																					2437.78																																										5557.06	3567.65		1427.63	2600.16	2467.51	1461.44																																		1776.91																																									1401.78	1825.49	2131.8	4364.44	1851.18	868.804	1304.44	2258.61	4028.2	4959.21											9992.61	15672																																																										2587.73	2680.92	2099.95	2039.8																																																																													1667.41																				8922.83			
T0KZ81	T0KZ81	T0KZ81_9MICR	NAPIS_ORF01853	Farnesyl pyrophosphate synthetase																																																									563.063		1522.95	2428.65	1453.86	1003																																																							10571.1																								755.686	1823.67	1050.59								27527.6	60497.8			10151.8																																																																					552.428		809.889																																																																											1418.75																																																																																			1507.86																
T0KZ88	T0KZ88	T0KZ88_9MICR	NAPIS_ORF01837	Heat shock protein 83-1																																									32854.4	22575.7	10462.6	11385.2	7868.81	6237.34	8155.42	9760.88	9256.22	9656.24	9918.98	11931.8	7825.57	6560.07	5499.17	3768.72	2570.11	2512.51	2289.39	4451.97	4827.02	2817.78	11501.2	92696.1	20465.5	3594.11	4381.36	16696.7	14920.5	13263.1	31960.8	11939.4	19019.6	8429.35		7901.55		13027.7	5661.96	4774.38											3671.43													1109.83																	41000.3		52745.1	27033.1	29935.8			15711.2	12545.4	8805.97		6392.66	10236.1	5037.34		2769.11		2413.64		1789.27	3627.35	4247.28	2846.73	2727.17	64035	78414.2	43201.1						21620.1	8788.26	11353.4	16482.4	17156.7	8888.74	12638.3	14784.2																																									10956.2	12867.2	11937.8	7860.05									4144.67				1680.51			534.729				990.859	2174.86	398.596	19451.3	168325	73920	9518.2			9882.31		16888	9678.18	12530.4	6169.86	10049.5	10961.8																																									39197.6	26392.3	14086.3					5987.63	5756.16	12037.4		3432.01	3617.65	4621.18	5059.71	5263.41	7721.37	2960.06			2058.2	3709.45	5202.34	9297.09	94643	88391	10399.5		6216.99	18457	20576.7	29598	25173.5	15008.7	28494	18516.9	14715		16189.8	10202.7																									585.756																14892	9169.28	11165.4					4876.42	4336.29	3632.47	4163.52	4138.42		2857.08	2993.37	2432.43	1879.86	913.007		1043.5	3328.27	1778.74	1869.92	7800	55031	27632.6	1402.86		2688.56	13798.6	11083.6	14133.5	16691.7	17788	12530.9	9775.97	9867.29	7279.24	14969.1	7948.17
T0KZQ2	T0KZQ2	T0KZQ2_9MICR	NAPIS_ORF01663	UDP-glucose pyrophosphorylase																																															3389.73		5550.58																			23002.4		19907.5	13063.1	10454.2	4560.97	6015.4																																																						3265.81																															7005.04																																							4178.28																												1397.2																		4679.27																																															5815.71	7926.26																			13849.9		16113																												3057.18																								5251.52																											12630.7								
T0KZS3	T0KZS3	T0KZS3_9MICR	NAPIS_ORF01630	60s ribosomal protein p2																																																								886.338			543.541		878.852	723.812	721.966				5915.58		5089.66	15859.5	13548.1	10214.8	9364.55	8008.14		5156.26		8967.35	10951.6	9017.48																																																												670.715	1383.06	1082.05	1183.5											5486.21	7861.23	12216.3	13366.2	5219.99	10640	13041.1																																																																783.64	786.463	659.344					1329.21		6513.84	4600.58	5681.12	4037.14	4786.92	5820.78	4676.81																																																												1326.35		1214.82	1921.62										19851.3	15577.2	8913.99			20607.5																																																																												7070.82	11854.6	10933.8		12563.7		8235.32	5344.31
T0KZS7	T0KZS7	T0KZS7_9MICR	NAPIS_ORF01635	26s proteasome regulatory atpase rpt4																																									12081.7	22104.5	20125.5	14476.1	12766	8549.08	8193.04	6496.97	4232.77	3251.07	3008.46	2073.68	3275.75	2875.69	1573.14																																																																																																																																																																																																																																								6665.98	5005.76	4853.14	12762.7																																																																																																														
T0L002;T0L3E6;T0MFT9	T0MFT9;T0L3E6;T0L002	T0L002_9MICR;T0L3E6_9MICR;T0MFT9_9MICR	NAPIS_ORF00429;NAPIS_ORF00490;NAPIS_ORF01568	Uncharacterized protein		4.61E+06	5.50E+06	7.17E+06	1.67E+06	5.09E+06	2.80E+06	2.57E+06		1.65E+06	1.24E+06	915540	857594	870281	666689	428796	286742	149591	113140	125918	121425	198823	239371	293017	627729	1.04E+06	1.28E+06	1.64E+06	1.73E+06	3.46E+06	3.98E+06	1.78E+06	2.23E+06		3.72E+06			6.15E+06		4.03E+06	4.03E+06	3.67E+06	2.95E+06	2.44E+06	2.27E+06		1.09E+06	954363	630544		508933	380758	370169	322259	80795.8	142638	109731	32027	27969.9	60622.7	71910.7	122721	105508	149037	441813	448617	1.09E+06	1.10E+06	659873	2.15E+06	2.32E+06	2.40E+06	1.99E+06	2.66E+06	2.59E+06	3.46E+06	4.34E+06	6.00E+06	5.37E+06	3.84E+06	2.64E+06	2.15E+06	4.14E+06	2.54E+06	2.77E+06	2.26E+06		691695	929410	912676	721617	663127	714189	497359	376892	237474	192916	68991.3	110064	58574.8	104594	122451	176214	145403	415695	667449	501848	1.47E+06	1.06E+06	1.54E+06	2.04E+06	156850	3.57E+06	140471			4.62E+06		7.28E+06					8.73E+06		1.11E+07	4.56E+06				8.75E+06			767275	643557	584096	65057							238654	301040	362274	12330.4	769122	1.08E+06	1.64E+06	2.25E+06	2.02E+06	2.78E+06	1.78E+06	3.18E+06	3.00E+06	6.50E+06	1.84E+06	3.25E+06	5.76E+06				3.03E+06	2.93E+06	2.52E+06	1.49E+06	934952	748290	618820	576345	513005	543592	471474	420751	263689	217614	139602	99754.7	53799.8	73888	71146.3	97529.3	123144	124809	153187	369090	497027	797770	981333	1.47E+06	1.52E+06	1.71E+06	1.78E+06	2.52E+06	1.82E+06	2.49E+06	2.64E+06	21531.8	3.62E+06					8.03E+06	8.07E+06		1.04E+07	1.55E+07	1.01E+07	5.93E+06	3.55E+06		2.44E+06	1.58E+06	1.51E+06	883360	779723	575388	523530	375608	246129	87699.5	108295	103943	178485	224057	299389	336335	596633	867755	349918	1.11E+06	2.11E+06	2.60E+06	2.29E+06	2.46E+06	3.72E+06	5.10E+06	5.31E+06		3.59E+06	2.27E+06	3.05E+06	3.22E+06	1.55E+06	1.24E+06	1.18E+06	666542	645986	634285	540787	508000	616106	507195	480159	278981	147303	127403	54338.3	60747.3	63295.9	69375.4	120737	125731	122890	222234	204414	239396	627693	1.03E+06	694897	1.66E+06	1.65E+06	4.31E+06	3.70E+06	1.89E+06	3.06E+06	5.60E+06	7.20E+06	9.47E+06	8.44E+06	6.95E+06	5.78E+06	4.20E+06	2.62E+06	2.74E+06	1.95E+06	2.14E+06	1.76E+06	1.40E+06	1.13E+06	772880	618218	684344	369548	258542	114233	52241	44083.1	47643.9	76188	96612.1	131043	92927.4	208510	99221.3	199999	397165	552286	905543	1.36E+06	2.53E+06	1.25E+06	3.77E+06	5.33E+06	6.20E+06	3.67E+06	3.78E+06	3.56E+06	5.48E+06	6.17E+06									1.19E+06	1.48E+06	1.67E+06	1.29E+06	1.22E+06	537148	350558	218296	108603	77033.2	142123	111574	170321	123724	134393	372903	219866	461958	962607	1.11E+06	1.72E+06	2.53E+06	1.03E+06	3.06E+06	7.26E+06	2.35E+06	6.66E+06		5.55E+06	4.93E+06		69153.8	8.63E+06	6.94E+06		7.75E+06	3.38E+06	2.17E+06	2.05E+06	1.91E+06	1.19E+06	1.24E+06	1.04E+06	854767	916226	663759	415159	250683	196866	99389.5	121883	105215	140799	97773.6	202439	159379	247404	332948	349552	1.22E+06	1.61E+06	2.20E+06	2.99E+06	4.77E+06	6.24E+06	5.06E+06	4.60E+06	4.41E+06	4.46E+06	5.19E+06
T0L0F0;T0MCW2	T0MCW2;T0L0F0	T0L0F0_9MICR;T0MCW2_9MICR	NAPIS_ORF01402;NAPIS_ORF01403	Cysteinyl-trna synthetase																																																		1019.7	1340.53	1435.53	3033.05	1951.75	2795.25	1197.12	1050.82	1481.99	1091.19	968.486	479.964																																																																									707.175		744.38						643.788	481.536																																																																												593.986																																																																													1216.57				10378.4																																																																													494.824																							
T0L0F9	T0L0F9	T0L0F9_9MICR	NAPIS_ORF01400	Aldo-keto reductase																																																														1502.41	3756.98	5413.27																												1319.01																																																					3036.82	2601.98																																																																																1750.9	1502.27	4820.98	3351.51	1421.15																																																																											3806.52																																																																																1319.34	1098.9														
T0L0G6	T0L0G6	T0L0G6_9MICR	NAPIS_ORF01379	Nucleoside diphosphate kinase										2157.86	2238.6																																			5983.14		4372.68	4338.79	4500.84	4266.68	5065.17	8815.86	7267.64	6265.37	11955.7	60026.6	61775.1	25288.6	10233.8	7572.6	6502.32	14230	6058.78	4709.74	8827.92	4723.76	6132.35	5306.12	7071.8	3274.06	6424.63	3439.54	12920.6		13972.5																					702.135	811.767	10312.9																																	9106.67	7126.3	11699.7		8837.93	13636.4	39745	11365.6	60780.6	18363.1	11680.7	10814.5	7650.14	6637.04	5419.95	4539.1	9118.44	5082.12	4977.67	7931.01	4471.85	4213.08	5506.02	8105.08			4367.65	6594.85	12346.3																20162.4																														11225.1	9461.75						2880.63	5341.4	4936.26	6559.23	11181	12616.8	15650.6	20060.1	43424	116865	36962.1	11028	7308.1	6941.74	5707.88	4422.7	3379.02	6206.96	4283.53		8624.6		1484.11	4038.29			7957.12																																																			9596.74		2418.99	3293.41	6760.5	7926.4	5730.96	9786.07	25724.9	67592.1	44244	18789.3	9322.19	11918.7	6011.33	7255.31	6072.28	4827.77																																																																	1416.6	2209.79	2795.28	5258.31	5086.26	6570.41	21418.1	55080.8	26840	11036.1	3436.26	5539.98	3541.26	2474	2410.47	5538.05	2669.64	2530.25											
T0L0P8	T0L0P8	T0L0P8_9MICR	NAPIS_ORF01284	Abc-type multidrug transport atpase and permease component																																																														1908.46	1730.3	1401.96																																																																																1674.56	2674.24																																																																																	928.248	1684.8																																																																													1747.89																																																																																																
T0L0S9;T0L840	T0L0S9;T0L840	T0L0S9_9MICR;T0L840_9MICR	NAPIS_ORF01235;NAPIS_ORF01751	Protein kinase c		6883.01	29552.9	18986.1																																						12843.7	9762.77	9112.45																																							23958.1		3765.33					2222.55																																	29167.5		25498.6																																				4017.83	94318	11093.4	15869.4	5358.21																																																																														14553	7846.23	14351.3																																																																																																																																																											
T0L0W0	T0L0W0	T0L0W0_9MICR	NAPIS_ORF01183	40s ribosomal protein s17																																									3574.88	2711.19	5812.35		902.617	3410.89	2463.79	3235.57	1777.05	2047.04	2256.41	2864.72	2741.58	2294.28		1345.11																	8593.24																																																8015.23		2800.3													5627.97																							13016.9																																										10408.5	4507.11		3031.24								1787.41																																																																																																																																																																																												
T0L163	T0L163	T0L163_9MICR	NAPIS_ORF01149	26s proteasome subunit alpha-4																			2627.15																						1434.22	5139.92	39349.2	94645.8	106700	41533.8	17420.7	6232.03	2302.99	1444.48	5506.73	751.562	427.444	1653.83	193.351		336.61																										523.271																																									7639.27	15230.9			7225.58	4428.03	1285.4		1855.11		360.648																																																																					1321.4			1522.76	6612.1	52625.5	83135.8	42999.1	14214.7	8600.78	3486.99	2033.75	1562.38	1841.2	1442.61	818.948	598.583		276.274	131.29			54.2298																				24338.1																																							19402	75232.1	121439	52135.9	15296.7	6480.34	4118.13	2097.36	1168.06	690.713	597.881																																																																						778.922	20905.1	14746.3	6575	4881.79	3137.88	848.321	642.704			209.388	484.099																									
T0L177	T0L177	T0L177_9MICR	NAPIS_ORF01134	Protein transport protein SEC31																				5472.39	5192.8		7268.92				9938.33	8808.79				26919.5															5352.65	7432.06	5649.51	4097.23	4480.31	10167.2	10186	6609.97	3774.79	2309.86	2273.41	2363.72	3744.26	4187.67	3396.73	5760.65	11064.4	15113.8	11959.9	10682	7396.52	9222.76	9721.32	8630.87	10951.5	5398.33	2254.19	5366.35		6848.84				10477.6																				40718.3	15470.2		10890.2		13741.8		36274.9																						8688.39	7171.34		6385.4	7576.45	10932.1		3622.99	5463.99	1944.74		2113.97	3343.62	4735.22	3824.06	7616.15	27871.2	21510.3	24254.7	5095.57	3286.38	7254.29				4095.09	5284.18			3084.6																									2031.12						5418.22																										2033.28	3187.94	4514.35	3765.62	2086.18	2054.52	2147.62	1847.89	1688.49	1983.84	2007.68	4953.06	11333.9	23780.1	13918.3	8526.4	6159.07		6072.02		18309	12261.4	11487.2																								14083.2		60062.2	15317.3		11567.8																						5867.33	5213.73	6513.29	6660.5	4615.4	5945.17	9228.48	5824.56	4065.09	1649.2		7728.43	1611.53	2953.64	4534.23	8790.28	9905.48	12787	14899.6	15865.8	10746	8191.22																														5538.21			63489.6	16307	11415.8	5565.37		7656.44																50170.5						1051.23		1779.21	1881.39	5009.03	4749.43	2057.97	1311.05			1449.37	2831.41	12684.5	4308.13	2030.38	8145.76	10308.7	8545.82	3126.25	2100.68												
